"DeptCode","votenumber","VoteStatType","vote_text_E","vote_text_F","ME","MYA","SEA","SEB","SEC","Adjustments","Total"
"FIN","7",9,"To amend subsection 14(1) of the Canadian Securities Regulation Regime Transition Office Act in order to increase the amount of direct payments that the Minister of Finance may make to the Canadian Securities Regulation Regime Transition Office from an aggregate amount not to exceed $33,000,000 to an aggregate amount not to exceed $52,100,000","Pour modifier le paragraphe 14(1) de la Loi sur le Bureau de transition vers un régime canadien de réglementation des valeurs mobilières afin d'augmenter le montant jusqu'à concurrence duquel le ministre des Finances peut faire des paiements directs au Bureau de transition vers un régime canadien de réglementation des valeurs mobilières de 33 000 000 $ à 52 100 000 $",0,0,0,1,0,0,1
"FIN","10",9,"Pursuant to subsection 8(2) of the Bretton Woods and Related Agreements Act, the amount of financial assistance provided by the Minister of Finance by way of direct payments to the International Bank for Reconstruction and Development, in respect of the Agriculture Advance Market Commitment, shall not exceed, in 2013–14, an amount of $10,000,000 and, in 2014–15, an amount of $10,000,000","Conformément au paragraphe 8(2) de la Loi sur les accords de Bretton Woods et des accords connexes, le montant de l’aide financière fournie par le ministre des Finances en paiements directs à la Banque internationale pour la reconstruction et le développement, pour les garanties de marché en matière d’agriculture, ne doit pas excéder 10 000 000 $ pour 2013-2014 et 10 000 000 $ pour 2014-2015",1,0,0,0,0,0,1
"FIN","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","81,102",0,0,0,0,0,"81,102"
"FIN","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","12,203,454",0,0,0,"352,481",0,"12,555,935"
"FIN","(S)",999,"Fiscal Equalization (Part I - Federal-Provincial Fiscal Arrangements Act)","Péréquation fiscale (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","16,105,194,000",0,0,0,0,0,"16,105,194,000"
"FIN","(S)",999,"Statutory Subsidies (Constitution Acts, 1867-1982, and Other Statutory Authorities)","Subventions législatives (Lois constitutionnelles de 1867 à 1982, et autres autorisations législatives)","32,149,329",0,0,0,"1,969,502",0,"34,118,831"
"FIN","(S)",999,"Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)","Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","-3,499,933,000",0,0,"-32,027,000","-4,380,000",0,"-3,536,340,000"
"FIN","(S)",999,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)","Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces)","-770,280,000",0,0,"-6,462,000","-874,000",0,"-777,616,000"
"FIN","(S)",999,"Canada Health Transfer","Transfert canadien en matière de santé","30,283,114,000",0,0,0,0,0,"30,283,114,000"
"FIN","(S)",999,"Canada Social Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfer canadien en matière de programmes sociaux (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","12,215,271,000",0,0,0,0,0,"12,215,271,000"
"FIN","(S)",999,"Payments to International Development Association","Paiements à l'Association internationale de développement","441,610,000",0,0,0,0,0,"441,610,000"
"FIN","(S)",999,"Debt payments on behalf of poor countries to International Organizations pursuant to section 18(1) of the Economic Recovery Act","Paiement de dettes à des organismes internationaux au nom des pays pauvres en vertu du paragraphe 18(1) de la Loi sur la reprise économique","51,200,000",0,0,0,0,0,"51,200,000"
"FIN","(S)",999,"Payment to Ontario related to Canada Health Transfer","Paiement du Transfert canadien en matière de santé à l'Ontario",0,0,0,0,"10,052,000",0,"10,052,000"
"FIN","(S)",999,"International Bank for Reconstruction and Development for the Agriculture Advance Market Commitment (Bretton Woods and Related Agreements Act, section8)","Banque internationale pour la reconstruction et le développement pour les garanties de marché en matière d'agriculture (Loi sur les accords de Bretton Woods et des accords connexes, article8)","10,000,000",0,0,0,0,0,"10,000,000"
"FIN","(S)",999,"Territorial Financing (Part I.1 – Federal-Provincial Fiscal Arrangements Act)","Financement des territoires (Partie I.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","3,288,281,700",0,0,"55,806,000",0,0,"3,344,087,700"
"FIN","(S)",999,"Wait Times Reduction Transfer (Part V.1 – Federal-Provincial Fiscal Arrangements Act)","Transfert visant la réduction des temps d'attente (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","250,000,000",0,0,0,0,0,"250,000,000"
"FIN","(S)",999,"Additional Fiscal Equalization to Nova Scotia (Part I – Federal-Provincial Fiscal Arrangements Act)","Paiement de péréquation supplémentaire – Nouvelle-Écosse (Partie I – Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","245,785,000",0,0,0,"14,472,000",0,"260,257,000"
"FIN","(S)",999,"Additional Fiscal Equalization Offset Payment to Nova Scotia (Nova Scotia and Newfoundland and Labrador Additional Fiscal Equalization Offshore Payments Act)","Paiement de péréquation compensatoire supplémentaire – Nouvelle-Écosse (Loi sur les paiements de péréquation compensatoires supplémentaires à la Nouvelle-Écosse et à Terre-Neuve-et-Labrador)","89,461,000",0,0,0,0,0,"89,461,000"
"FIN","(S)",999,"Transitional assistance to provinces entering into the harmonized value-added tax framework (Part III.1 - Federal-Provincial Fiscal Arrangements Act)","Bureau de transition vers un régime canadien de réglementation des valeurs mobilières (Loi sur le Bureau de transition vers un régime canadien de réglementation des valeurs mobilières)","1,481,000,000",0,0,0,0,0,"1,481,000,000"
"FIN","(S)",999,"Incentive for Provinces to Eliminate Taxes on Capital (PartIV -- Federal-Provincial Fiscal Arrangements Act)","Incitatif pour l'élimination des impôts provinciaux sur le capital (PartieIV -- Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",0,0,0,"34,780,000","92,325,000",0,"127,105,000"
"FIN","(S)",999,"Canadian Securities Regulation Regime Transition Office (Canadian Securities Regulation Regime Transition Office Act)","Aide transitoire aux provinces qui adhèrent à un cadre de taxe à valeur ajoutée pleinement harmonisée (Partie III.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",0,0,0,"5,800,000",0,0,"5,800,000"
"FIN","(S)",999,"Interest on Unmatured Debt and Other Public Debt Costs","Frais d'intérêt relatifs à la dette non échue et autres coûts liés à la dette publique","18,401,000,000",0,0,"-556,000,000","-182,000,000",0,"17,663,000,000"
"FIN","(S)",999,"Interest on other liabilities","Intérêts sur autres passifs","8,733,000,000",0,0,"-56,000,000","-59,000,000",0,"8,618,000,000"
"FIN","(S)",999,"Purchase of Domestic Coinage","Achat de la monnaie canadienne","126,500,000",0,0,0,0,0,"126,500,000"
"FJA","20",1,"Commissioner for Federal Judicial Affairs – Operating expenditures","Commissaire à la magistrature fédérale – Dépenses de fonctionnement","7,837,158",0,0,0,"700,000",0,"8,537,158"
"FJA","25",1,"Canadian Judicial Council – Operating expenditures","Conseil canadien de la magistrature – Dépenses de fonctionnement","1,517,452",0,0,0,0,0,"1,517,452"
"FJA","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","785,778",0,0,0,0,0,"785,778"
"FJA","(S)",999,"Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office (R.S.C., 1985, c. J-1)","Traitements, indemnités et pensions des juges, pensions aux conjoints et aux enfants des juges et montants forfaitaires versés aux conjoints des juges qui décèdent pendant leur mandat (L.R.C., 1985, ch. J-1)","487,534,826",0,0,0,0,0,"487,534,826"
"FO","1",1,"Operating expenditures","Dépenses de fonctionnement","1,119,719,113",0,0,"63,158,403","29,865,291",0,"1,212,742,807"
"FO","5",2,"Capital expenditures","Dépenses en capital","360,102,196",0,0,"24,519,207","-29,865,290",0,"354,756,113"
"FO","10",3,"Grants and contributions","Subventions et contributions","59,091,192",0,0,"29,222,979","-80,000",0,"88,234,171"
"FO","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","79,102",0,0,0,0,0,"79,102"
"FO","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","129,897,782",0,0,"1,896,427","1,254,515",0,"133,048,724"
"FORDQ","1",1,"Operating expenditures","Dépenses de fonctionnement","38,535,171",0,0,"1,184,988",0,0,"39,720,159"
"FORDQ","5",3,"Grants and contributions","Subventions et contributions","211,466,912",0,0,"49,428,977",0,0,"260,895,889"
"FORDQ","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres",0,0,0,0,0,0,0
"FORDQ","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","4,929,289",0,0,"189,428",0,0,"5,118,717"
"FTRAC","30",1,"Program expenditures","Dépenses du Programme","45,744,322",0,0,0,0,0,"45,744,322"
"FTRAC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","5,658,585",0,0,0,0,0,"5,658,585"
"GG","1",1,"Program expenditures","Dépenses du Programme","17,126,153",0,0,0,0,0,"17,126,153"
"GG","(S)",999,"Other Statutory Salaries and Allowances","Autres traitements et allocations législatifs","270,602",0,0,0,0,0,"270,602"
"GG","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","2,106,176",0,0,0,0,0,"2,106,176"
"GG","(S)",999,"Annuities payable under the Governor General's Act (R.S.C., 1985 c. G-9)","Pensions payables en vertu de la Loi sur le gouverneur général","545,000",0,0,0,0,0,"545,000"
"GSC","1",1,"Operating expenditures","Dépenses de fonctionnement","1,904,455,475",0,0,"88,387,147","82,751,484",0,"2,075,594,106"
"GSC","5",2,"Capital expenditures","Dépenses en capital","573,195,732",0,0,"86,042,148","-16,633,285",0,"642,604,595"
"GSC","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","79,102",0,0,0,0,0,"79,102"
"GSC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","114,739,046",0,0,"2,207,820","213,123",0,"117,159,989"
"GSC","(S)",999,"Payment in lieu of taxes to municipalities and other taxing authorities","Paiement en remplacement d'impôts fonciers versés aux municipalités",0,0,0,0,0,0,0
"GSC","(S)",999,"Real Property Services Revolving Fund","Fonds renouvelable des Services immobiliers","10,000,000",0,0,0,0,0,"10,000,000"
"GSC","(S)",999,"Real Property Disposition Revolving Fund","Fonds renouvelable d'aliénation des biens immobiliers",0,0,0,0,0,0,0
"GSC","(S)",999,"Optional Services Revolving Fund","Fonds renouvelable des Services optionnels","8,484,366",0,0,0,0,0,"8,484,366"
"GSC","(S)",999,"Consulting and Audit Canada Revolving Fund","Paiement en remplacement d'impôts fonciers versés aux municipalités et à d'autres autorités taxatrices",0,0,0,0,0,0,0
"GSC","(S)",999,"Telecommunications and Informatics Common Services Revolving Fund","Fonds renouvelable des Services communs de télécommunications et d'informatique",0,0,0,0,0,0,0
"GSC","(S)",999,"Translation Bureau Revolving Fund","Fonds renouvelable du Bureau de la traduction","7,022,229",0,0,0,0,0,"7,022,229"
"H","1",1,"Operating expenditures","Dépenses de fonctionnement","1,716,556,576",0,"5,000,000","126,743,487","-28,447,345","646,512","1,820,499,230"
"H","5",2,"Capital expenditures","Dépenses en capital","28,640,700",0,0,"535,893","-1,600,000",0,"27,576,593"
"H","10",3,"Grants and contributions","Subventions et contributions","1,420,761,830",0,1,"208,428,875","31,392,828",0,"1,660,583,534"
"H","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","79,102",0,0,0,0,0,"79,102"
"H","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","126,169,222",0,0,"1,173,218","74,338",0,"127,416,778"
"H","(S)",999,"Spending of Revenues pursuant to section 4.2 of the Department of Health Act","Dépense des recettes conformément au paragraphe 4.2 de la Loi sur le ministère de la Santé",0,0,0,"58,860,280",0,0,"58,860,280"
"HC","5",1,"Program expenditures","Dépenses du Programme","280,785,349",0,0,"14,531,989","828,163",0,"296,145,501"
"HC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","35,924,165",0,0,"776,171","91,285",0,"36,791,621"
"HC","(S)",999,"Members of the House of Commons – Salaries and allowances of Officers and Members of the House of Commons under the Parliament of Canada Act and contributions to the Members of Parliament Retiring Allowances Account and the Members of Parliament Retirement","Députés – Traitements et indemnités des agents supérieurs et des députés de la Chambre des communes en vertu de la Loi sur le Parlement du Canada et contributions au compte d'allocations de retraite des parlementaires et au compte de convention de retraite des parlementaires","112,061,179",0,0,0,0,0,"112,061,179"
"HMIRC","35",1,"Program expenditures","Dépenses du Programme","3,243,543",0,0,0,0,"-3,243,543",0
"HMIRC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","489,312",0,0,0,0,0,"489,312"
"HRSD","1",1,"Operating expenditures","Dépenses de fonctionnement","626,536,688",0,"2,500,000","2,896,559",0,0,"631,933,247"
"HRSD","5",3,"Grants and contributions","Subventions et contributions","1,761,893,292",0,"1,612,000","57,852,900",0,0,"1,821,358,192"
"HRSD","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","160,204",0,0,"2,000",0,0,"162,204"
"HRSD","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","224,592,036",0,0,"615,194",0,0,"225,207,230"
"HRSD","(S)",999,"Transfer Payments in Connection with the Budget Implementation Act","Paiements de transfert reliés en application de la Loi d'exécution du budget","6,000,000",0,0,"3,000,000",0,0,"9,000,000"
"HRSD","(S)",999,"The provision of funds for interest payments to lending institutions under the Canada Student Loans Act","Paiements d'intérêts aux institutions de crédit en vertu de la Loi fédérale sur les prêts aux étudiants","1,826",0,0,0,0,0,"1,826"
"HRSD","(S)",999,"The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act","Paiements relatifs aux obligations contractées sous forme de prêts garantis en vertu de la Loi fédérale sur les prêts aux étudiants","-9,496,875",0,0,0,0,0,"-9,496,875"
"HRSD","(S)",999,"The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act","Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la Loi fédérale sur l'aide financière aux étudiants","10,627,478",0,0,0,0,0,"10,627,478"
"HRSD","(S)",999,"Payments of compensation respecting government employees (R.S.C., 1985, c. G-5) and merchant seamen (R.S.C., 1985, c. M-6)","Paiements d'indemnités à des agents de l'état (L.R.C. (1985), ch. G-5) ;et à des marins marchands (L.R.C. (1985), ch. M-6)","40,000,000",0,0,0,0,0,"40,000,000"
"HRSD","(S)",999,"Old Age Security Payments (R.S.C., 1985, c. O-9)","Versements de la Sécurité de la vieillesse (L.R.C. (1985), ch. O-9)","32,351,573,995",0,0,0,0,0,"32,351,573,995"
"HRSD","(S)",999,"Canada Education Savings grant payments to Registered Education Savings Plan (RESP) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children","Paiements de subventions canadiennes pour l'épargne-études aux fiduciaires de régimes enregistrés d'épargne-études (REEE) au nom des bénéficiares des REEE afin d'encourager les Canadiens à épargner pour les études postsecondaires de leurs enfants","754,000,000",0,0,0,0,0,"754,000,000"
"HRSD","(S)",999,"Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act","Bourses canadiennes aux fins d'études destinées aux étudiants à temps plein et à temps partiel admissibles aux termes de la Loi fédérale sur l'aide financière aux étudiants","645,325,114",0,0,0,0,0,"645,325,114"
"HRSD","(S)",999,"Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants","566,746,076",0,0,0,0,0,"566,746,076"
"HRSD","(S)",999,"Guaranteed Income Supplement Payments (R.S.C., 1985, c. O-9)","Versements du Supplément de revenu garanti (L.R.C. (1985), ch. O-9)","9,735,348,031",0,0,0,0,0,"9,735,348,031"
"HRSD","(S)",999,"Allowance Payments (R.S.C., 1985, c. O-9)","Versement d'allocations (L.R.C. (1985), ch. O-9)","546,850,256",0,0,0,0,0,"546,850,256"
"HRSD","(S)",999,"Universal Child Care Benefit","Prestation universelle pour la garde d'enfants","2,788,000,000",0,0,0,0,0,"2,788,000,000"
"HRSD","(S)",999,"Canada Learning Bond payments to Registered Education Savings Plan (RESP) trustees on behalf of RESP beneficiaries to support access to post-secondary education for children from low-income families","Paiements de Bons d'études canadiens aux fiduciaires de régimes enregistrés d'épargne-études (REEE) au nom des bénéficiaires des REEE afin d'appuyer l'accès à l'éducation postsecondaire des enfants de familles à faible revenu","128,000,000",0,0,0,0,0,"128,000,000"
"HRSD","(S)",999,"Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d’emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l’admissibilité","49,250,000",0,0,0,0,0,"49,250,000"
"HRSD","(S)",999,"Canada Disability Savings Bond payments to Registered Disability Savings Plan (RDSP) issuers on behalf of RDSP beneficiaries to encourage long-term financial security of eligible individuals with disabilities","Paiements de Bons canadiens pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité (REEI) au nom des bénéficiaires du REEI afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles","76,900,000",0,0,0,0,0,"76,900,000"
"HRSD","(S)",999,"Canada Disability Savings Grant payments to Registered Disability Savings Plan (RDSP) issuers on behalf of RDSP beneficiaries to encourage long-term financial security of eligible individuals with disabilities","Paiements de Subventions canadiennes pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité (REEI) au nom des bénéficiaires du REEI afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles","222,600,000",0,0,0,0,0,"222,600,000"
"HRSD","(S)",999,"Supplementary Retirement Benefits – Annuities agents' pensions","Prestations de retraite supplémentaires – Pensions pour les agents des rentes sur l'état","35,000",0,0,0,0,0,"35,000"
"HRSD","(S)",999,"Civil Service Insurance actuarial liability adjustments","Redressements du passif actuariel de l'assurance de la fonction publique","145,000",0,0,0,0,0,"145,000"
"IDRC","45",5,"Payments to the International Development Research Centre","Versements au Centre de recherches pour le développement international","225,390,066",0,0,0,"241,668",0,"225,631,734"
"IJC","50",1,"Program expenditures","Dépenses du Programme","6,106,452",0,0,0,0,0,"6,106,452"
"IJC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","635,353",0,0,0,0,0,"635,353"
"INAC","1",1,"Operating expenditures","Dépenses de fonctionnement","1,415,528,466",0,"-1,200,000","89,780,015","-22,355,553",0,"1,481,752,928"
"INAC","5",2,"Capital expenditures","Dépenses en capital","13,682,615",0,0,"2,600,000",0,0,"16,282,615"
"INAC","10",3,"Grants and contributions","Subventions et contributions","6,316,598,423",0,"166,989,310","505,915,598","22,435,554",0,"7,011,938,885"
"INAC","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","79,102",0,0,0,0,0,"79,102"
"INAC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","70,304,345",0,0,"1,121,546","28,358",0,"71,454,249"
"INAC","(S)",999,"Transfer Payments in Connection with the Budget Implementation Act","Paiements de transfert reliés en application de la Loi d'exécution du budget",0,0,0,"5,000,000",0,0,"5,000,000"
"INAC","(S)",999,"Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Claim Settlement Acts","Subventions aux organismes autochtones identifiés pour recevoir des paiements à l'égard des revendications en vertu des lois sur le règlement des revendications territoriales globales","73,762,322",0,0,0,0,0,"73,762,322"
"INAC","(S)",999,"Grant to the Nunatsiavut Government for the implementation of the Labrador Inuit Land Claims Agreement pursuant to the Labrador Inuit Land Claims Agreement Act","Subvention au gouvernement du Nunatsiavut pour la mise en &oelig;uvre de l'Accord sur les revendications territoriales des Inuits du Labrador en vertu de la Loi sur l'Accord sur les revendications territoriales des Inuits du Labrador","8,994,000",0,0,0,0,0,"8,994,000"
"INAC","(S)",999,"Grassy Narrows and Islington Bands Mercury Disability Board","Comité chargé des cas d'invalidité dus au mercure dans les bandes indiennes de Grassy Narrows et d'Islington","15,000",0,0,0,0,0,"15,000"
"INAC","(S)",999,"Indian Annuities Treaty payments","Rentes versées aux Indiens – Paiements en vertu de traités","1,400,000",0,0,0,0,0,"1,400,000"
"INAC","(S)",999,"Liabilities in respect of loan guarantees made to Indians for Housing and Economic Development","Obligations relatives aux garanties de prêts accordés aux Indiens pour le logement et le développement économique","2,000,000",0,0,0,0,0,"2,000,000"
"INAC","(S)",999,"Payments to comprehensive claim beneficiaries in compensation for resource royalties","Paiements d'indemnités aux bénéficiaires des revendications territoriales globales pour des redevances sur les ressources","2,606,289",0,0,0,0,0,"2,606,289"
"IPC","40",1,"Office of the Information Commissioner of Canada – Program expenditures","Commissariat à l'information du Canada – Dépenses du Programme","13,171,028",0,0,0,0,0,"13,171,028"
"IPC","45",1,"Office of the Privacy Commissioner of Canada – Program expenditures","Commissariat à la protection de la vie privée du Canada – Dépenses du Programme","26,628,405",0,0,0,0,0,"26,628,405"
"IPC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","3,830,250",0,0,0,0,0,"3,830,250"
"IRB","10",1,"Program expenditures","Dépenses du Programme","108,427,292",0,0,0,0,0,"108,427,292"
"IRB","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","14,492,640",0,0,0,0,0,"14,492,640"
"ISC","1",1,"Operating expenditures","Dépenses de fonctionnement","306,711,937",0,"-2,658,999","30,661,848",0,0,"334,714,786"
"ISC","5",2,"Capital expenditures","Dépenses en capital","16,293,797",0,"3,109,001","6,374,512",0,0,"25,777,310"
"ISC","10",3,"Grants and contributions","Subventions et contributions","622,427,084",0,"28,664,000","55,351,488",0,0,"706,442,572"
"ISC","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","83,102",0,0,0,0,0,"83,102"
"ISC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","53,619,205",0,0,"210,233",0,0,"53,829,438"
"ISC","(S)",999,"Transfer Payments in Connection with the Budget Implementation Act","Paiements de transfert reliés en application de la Loi d'exécution du budget",0,0,0,"9,000,000",0,0,"9,000,000"
"ISC","(S)",999,"Liabilities under the Canada Small Business Financing Act (S.C., 1998, c. 36)","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada (L.C. (1998), ch. 36)","86,386,000",0,0,0,0,0,"86,386,000"
"ISC","(S)",999,"Genome Canada","Génome Canada","57,100,000",0,0,0,0,0,"57,100,000"
"ISC","(S)",999,"Canadian Intellectual Property Office Revolving Fund","Fonds renouvelable de l'Office de la propriété intellectuelle du Canada","17,604,331",0,0,0,0,0,"17,604,331"
"JCCB","50",5,"Payments to The Jacques Cartier and Champlain Bridges Inc.","Paiements à la société Les Ponts Jacques-Cartier et Champlain Inc.","203,590,000",0,0,"70,976,409",0,0,"274,566,409"
"JUS","1",1,"Operating expenditures","Dépenses de fonctionnement","235,985,718",0,0,"995,692","-1,265,452",0,"235,715,958"
"JUS","5",3,"Grants and contributions","Subventions et contributions","341,635,223",0,0,"9,800,000","5,000,000",0,"356,435,223"
"JUS","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","79,102",0,0,0,0,0,"79,102"
"JUS","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","79,776,724",0,0,"147,123","26,616",0,"79,950,463"
"LAC","55",1,"Operating expenditures","Dépenses de fonctionnement","85,212,191",0,0,0,"694,501",0,"85,906,692"
"LAC","60",2,"Capital expenditures","Dépenses en capital","2,956,827",0,0,0,0,0,"2,956,827"
"LAC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","10,177,677",0,0,0,0,0,"10,177,677"
"LP","10",1,"Program expenditures","Dépenses du Programme","37,817,080",0,0,0,0,0,"37,817,080"
"LP","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","5,132,478",0,0,0,0,0,"5,132,478"
"MPCC","25",1,"Program expenditures","Dépenses du Programme","5,270,441",0,0,"5,305,896",0,0,"10,576,337"
"MPCC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","344,630",0,0,0,0,0,"344,630"
"NAC","65",5,"Payments to the National Arts Centre Corporation for operating expenditures","Paiements à la Société du Centre national des Arts à l'égard des dépenses de fonctionnement","33,796,174",0,0,"325,001",0,0,"34,121,175"
"NBC","70",1,"Program expenditures","Dépenses du Programme","6,417,451",0,0,"660,000",0,0,"7,077,451"
"NBC","(S)",999,"Expenditures pursuant to paragraph 29.1(1) of the Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques","1,800,000",0,0,0,0,0,"1,800,000"
"NBC","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","370,872",0,0,0,0,0,"370,872"
"NCC","55",5,"Payments to the National Capital Commission for operating expenditures","Paiements à la Commission de la capitale nationale pour les dépenses de fonctionnement","78,510,834",0,0,0,0,0,"78,510,834"
"NCC","60",5,"Payments to the National Capital Commission for capital expenditures","Paiements à la Commission de la capitale nationale pour les dépenses en capital","37,947,000",0,0,0,0,0,"37,947,000"
"ND","1",1,"Operating expenditures","Dépenses de fonctionnement","12,839,225,319",0,0,"770,150,606","-54,700,443",0,"13,554,675,482"
"ND","5",2,"Capital expenditures","Dépenses en capital","3,623,414,079",0,0,"-76,912,334","55,011,612",0,"3,601,513,357"
"ND","10",3,"Grants and contributions","Subventions et contributions","184,691,220",0,0,0,0,0,"184,691,220"
"ND","(S)",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile des ministres","158,204",0,0,0,0,0,"158,204"
"ND","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","309,756,941",0,0,"416,583",0,0,"310,173,524"
"ND","(S)",999,"Contributions to employee benefit plans – Members of the Military","Contributions aux régimes d'avantages sociaux des employés – Membres militaires","1,022,618,246",0,0,0,0,0,"1,022,618,246"
"ND","(S)",999,"Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under the British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)","Versements aux ayants droit de certains membres de l'Aviation royale du Canada tués dans l'exercice de leurs fonctions alors qu'ils servaient à titre d'instructeurs dans le cadre du Plan d'entraînement des aviateurs du Commonwealth britannique (Loi no 4 de 1968 portant affectation de crédit)","24,100",0,0,0,0,0,"24,100"
"ND","(S)",999,"Payments under the Supplementary Retirement Benefits Act","Versements en vertu de la Loi sur les prestations de retraite supplémentaires","4,492,604",0,0,0,0,0,"4,492,604"
"ND","(S)",999,"Payments under Parts I-IV of the Defence Services Pension Continuation Act (R.S.C., 1970, c. D-3)","Versements en vertu des parties I à IV de la Loi sur la continuation de la pension des services de défense (L.R.C. (1970), ch. D-3)","929,668",0,0,0,0,0,"929,668"
"NEB","25",1,"Program expenditures","Dépenses du Programme","55,241,279",0,0,"12,380,000",0,0,"67,621,279"
"NEB","(S)",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","7,195,012",0,0,0,0,0,"7,195,012"
"NFB","75",1,"Program expenditures","Dépenses du Programme","62,890,037",0,0,0,0,0,"62,890,037"
"NFB","(S)",999,"National Film Board Revolving Fund","Fonds renouvelable de l'Office national du film",0,0,0,0,0,0,0
