"name","acronym","type","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt",,,,,,
"NR","Contribution","Contribution","Contributions in support of the Isotope Technology Acceleration Program to advance the development of alternatives to existing medical isotope production technologies","Contribution à l'appui du Programme d'accélération des technologies d'isotopes visant à faire avancer le développement de solutions de rechange aux technologies existantes de production d'isotopes médicaux",0,0,0,0,0,0,0,0,6080000,6080000
"NR","Contribution","Contribution","Contributions in support of the Leadership for Environmental Advantage in Forestry (LEAF) initiative","Contributions à l'appui du Programme de promotion du leadership environnemental du Canada dans le secteur forestier (PPLECF)",5358979,4058412,5358979,4058412,6000000,6000000,4012000,4012000,0,0
"NR","Contribution","Contribution","Contributions in support of the regulation of renewable fuels content in gasoline, diesel and home heating fuel","Contributions à l'appui du Règlement sur le contenu renouvelable dans l'essence, le carburant diesel et le mazout de chauffage",1579145,1529848,1579145,1529848,660000,640982,0,0,0,0
"NR","Contribution","Contribution","Contributions related to Pulp and Paper Green Transformation","Contributions à l'appui du Programme d'écologisation des pâtes et papiers",48734809,48734798,48734809,48734798,0,0,0,0,0,0
"NR","Contribution","Contribution","Contributions to support Investing in Canada's Forest Sector Initiative","Contributions à l'appui du Fonds pour appuyer l'initiative Investissement dans le secteur forestier canadien",54745845,54745284,54745845,54745284,0,0,0,0,0,0
"NR","Contribution","Contribution","Contributions to support Security and Prosperity","Contributions à l'appui du Partenariat pour la sécurité et la prospérité",495000,494550,495000,494550,375000,374042,0,0,0,0
"NR","Contribution","Contribution","Contributions to support the African Model Forest Initiative","Contributions à l'appui du Fonds pour appuyer l'Initiative pour un réseau de forêts modèles en Afrique",3977460,1027460,3977460,1027460,0,0,0,0,0,0
"NR","Contribution","Contribution","Contributions to support the Clean Energy Fund","Contributions à l'appui du Fonds d'énergie propre",29986605,29986605,29986605,29986605,0,0,0,0,0,0
"NR","Contribution","Contribution","Contribution to Saskatchewan Power/Maritime Electric Company","Contribution à la Saskatchewan Power/Maritime Electric Company",1600000,1581473,1600000,1581473,1607455,1607453,1270000,1260179,0,0
"NR","Contribution","Contribution","Contribution to the Aboriginal Forestry Initiative","Contribution à l'Intiative de foresterie autochtone",0,0,0,0,0,0,0,0,314070,279012
"NR","Contribution","Contribution","Contribution to the Asbestos Institute to foster the international implementation of the safe and responsible use of chrysotile asbestos","Contribution à l'Institut de l'amiante pour favoriser la mise en application internationale de l'utilisation sécuritaire et responsable de l'amiante chrysotile",0,0,0,0,0,0,0,0,0,0
"NR","Contribution","Contribution","Contribution to the First Nations forestry program","Contribution au Programme forestier des Premières nations",3215000,3209379,3215000,3209379,3760000,3741498,655587,371000,0,0
"NR","Contribution","Contribution","Development of a National Forest Pest Strategy","Élaboration d'une stratégie nationale de lutte contre les ravageurs forestiers",3722595,2750666,3722595,2750666,3407,0,0,0,0,0
"NR","Contribution","Contribution","Expanding market opportunities","Expansion des perspectives commerciales",3757146,3757146,3757146,3757146,0,0,0,0,0,0
"NR","Contribution","Contribution","Federal response to the Mountain Pine Beetle infestation","Réponse fédérale à l'infestation par le dendroctone du pin ponderosa",9005000,9004400,9005000,9004400,0,0,0,0,0,0
"NR","Contribution","Contribution","Forest Communities Program","Programme des collectivités forestières",4097775,4097128,4097775,4097128,4100000,4099000,4000000,3983750,2100000,2100000
"NR","Contribution","Contribution","GeoConnections Program","Programme GéoConnexions",3050000,3047166,3050000,3047166,500000,573,750000,197400,890000,889965
"NR","Grant","Subvention","Grants in support of ecoENERGY Retrofit - Homes","Subventions à l'appui du Programme écoÉNERGIE Rénovation - Maisons",267883000,267879524,267883000,267879524,394300000,355129695,386630000,197978338,0,0
"NR","Grant","Subvention","Grants in support of organizations associated with the research, development and promotion of activities that contribute to departmental objectives","Subventions à l'appui des organismes s'occupant de recherche, de développement et d'activités de promotion qui contribuent aux objectifs du Ministère",1911700,1907322,1911700,1907322,2159001,1923389,2544389,2059446,2296889,2054324
"NR","Grant","Subvention","Grants in support of the Property Value Protection Program and the Municipal Tax Revenue Loss Protection Program associated with low-level radioactive waste clean-up in the Port Hope area","Subventions à l'appui du Programme de protection d'évaluation des propriétés et du Programme de protection contre la perte de revenus découlant de taxes municipales, associés à l'élimination des déchets de faible radioactivité dans la région de Port Hope",575000,574950,575000,574950,600700,600700,1420000,1334000,1826000,944988
"NR","Grant","Subvention","Grant to the Canada Foundation for Sustainable Development Technology","Subvention à la Fondation des technologies du développement durable du Canada",0,0,0,0,37500000,0,25000000,0,62500000,0
"NR","Grant","Subvention","Implementation of the Port Hope Area Initiative","Mise en ?uvre de l'Initiative de la région de Port Hope",0,0,0,0,0,0,0,0,1300000,1300000
"NR","Contribution","Contribution","Invasive alien species","Espèces exotiques envahissantes",0,0,0,0,0,0,0,0,0,0
"NR","Contribution","Contribution","Investments in Forest Industry Transformation Program","Programm Investissements dans la formation de l'industrie forestière",0,0,0,0,6610884,6610884,0,0,0,0
"NR","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"NR","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"NR","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"NR","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"NR","Contribution","Contribution","Non-reactor-based isotope supply contribution program","Programme de contribution financière à la production d’isotopes n’utilisant
pas les réacteurs",0,0,0,0,10245000,10243703,20105000,20105000,0,0
"NR","Contribution","Contribution","Promoting forest innovation and investment","Promotion de l'innovation et de l'investissement en foresterie",11101588,11101588,11101588,11101588,0,0,0,0,0,0
"NR","Contribution","Contribution","Pulp and Paper Green Transformation Program","Programme d'écologisation des pâtes et papiers",0,0,0,0,652144132,388493123,519618659,513930235,0,0
"NR","Contribution","Contribution","Renewal and Enhancement of Funding for the Forest Research Institute","Renouvellement et augmentation des fonds pour les instituts de recherche forestière",4888200,4888200,4888200,4888200,4878000,4878000,4878000,4878000,4228000,4228000
"NR","Contribution","Contribution","(S) Contribution to the Canada/Newfoundland Offshore Petroleum Board","(L) Contribution à l'Office Canada/Terre-Neuve des hydro-carbures extracôtiers",4888437,4888437,4888437,4888437,6306911,6306911,3447813,3447813,3346925,3346925
"NR","Contribution","Contribution","(S) Contribution to the Canada/Nova Scotia Offshore Petroleum Board","(L) Contribution à l'Office Canada/Nouvelle-Écosse des hydrocarbures extracôtiers",2178823,2178823,2178823,2178823,2150940,2150940,2240265,2240265,2601684,2601684
"NR","Grant","Subvention","(S) Grant to the Canada Foundation for Sustainable Development Technology","(L) Subvention à la Fondation des technologies du développement durable du Canada",0,0,0,0,0,0,0,0,0,0
"NR","Grant","Subvention","(S) Grant to the Canada Foundation for sustainable Development Technology","(S) Subvention à la Fondation du Canada pour l'appui Technologique au développement durable",0,0,0,0,0,0,0,0,0,0
"NR","Contribution","Contribution","(S) In support of infrastructure costs directly or indirectly relating to the exploration, development, production or transportation of oil and gas in the offshore area of Newfoundland","(S) Contributions à l'appui des frais d'infrastructure se rapportant directement ou indirectement à la prospection, à la mise en valeur, à la production ou au transport de pétrole et de gaz dans la zone extracôtière de Terre-Neuve",20259,0,20259,0,20259,0,0,0,0,0
"NR","Contribution","Contribution","(S) In support of infrastructure costs directly or indirectly relating to the exploration, development, production or transportation of oil and gas in the offshore area of Nova Scotia","(S) Contributions à l'appui des frais d'infrastructure se rapportant directement ou indirectement à la prospection, à la mise en valeur, à la production ou au transport de pétrole et de gaz dans la zone extracôtière de la Nouvelle-Écosse",1319697,1319697,1319697,1319697,0,0,0,0,0,0
"NR","Contribution","Contribution","(S) Newfoundland fiscal equalization offset payments","(S) Paiements de péréquation compensatoires à Terre-Neuve",465288000,465288000,465288000,465288000,641862000,641862000,0,0,0,0
"NR","Contribution","Contribution","(S) Payments of the Crown Share Adjustment for Nova Scotia Offshore Petroleum Resources","(L) Paiements de rajustement à l'égard de la part de la Couronne pour les ressources pétrolières extracôtières de la Nouvelle-Écosse",0,0,0,0,0,0,0,0,57774592,57774592
"NR","Contribution","Contribution","(S) Payments to the Newfoundland Offshore Petroleum Resource Revenue Fund","(L) Paiements au Fonds terre-neuvien des recettes provenant des ressources en hydrocarbures extracôtières",1180910901,1180910901,1180910901,1180910901,1227766801,1227766801,1059753176,1059753176,566121270,566121270
"NR","Contribution","Contribution","(S) Payments to the Nova Scotia Offshore Revenue Account","(L) Paiements au compte des recettes extracôtières de la Nouvelle-Écosse",109416376,109416376,109416376,109416376,225172847,225172847,157288886,157288886,55120298,55120298
"NR","Contribution","Contribution","Wind Power Production Incentive Contribution Program","Programme de contribution pour l'encouragement à la production d'énergie éolienne",28225000,27957921,28225000,27957921,28304000,26410109,28704000,28446182,29604000,29604000
"NR","Contribution","Contribution","Youth Employment Strategy","Stratégie emploi jeunesse",261138,249873,261138,249873,838014,649974,558000,533468,516300,439328
"FIN","Other Transfer Payment","Autre paiement de transfert","Authority to make payments from April 1, 2012 to March 31, 2013 under the Bretton Woods and Related Agreements Act to the International Bank for Reconstruction and Development for the Agriculture Advance Market Commitment in an amount not to exceed $10,000,000","Autorisation de verser des paiements, entre le 1er avril 2012 et le 31 mars 2013, conformément à la Loi sur  les accords de Bretton Woods et des accords connexes, à la Banque internationale pour la reconstruction et le développement pour les garanties de marché en matière d'agriculture d'un montant ne devant pas excéder 10 000 000$",0,0,0,0,0,0,0,0,1,0
"FIN","Grant","Subvention","Compensation to canadian agencies or entities established by an Act of Parliament for reduction of debts of debt or countries","Compensation aux entités ou organismes canadiens créés en vertu d'une loi du Parlement pour la réduction de la dette de pays débiteurs",178517000,53404213,178517000,53404213,228975869,25076717,135268063,2029046,0,0
"FIN","Contribution","Contribution","Compensation to canadian agencies or entities established by an Act of Parliament for reduction of debts of debtor countries","Compensation aux entités ou organismes canadiens créés en vertu d'une loi du Parlement pour la réduction de la dette de pays débiteurs",0,0,0,0,0,0,0,0,0,0
"FIN","Grant","Subvention","Compensation to canadian agencies or entities established by an Act of Parliament for reduction of debts of debtor countries","Compensation aux entités ou organismes canadiens créés en vertu d'une loi du Parlement pour la réduction de la dette de pays débiteurs",0,0,0,0,0,0,0,0,209985000,0
"FIN","Contribution","Contribution","Contribution to the Harboufront Centre","Contribution au Harboufront Centre",5000000,5000000,5000000,5000000,5000000,4200000,7000000,7000000,5000000,5000000
"FIN","Grant","Subvention","Debt payments to international organizations on behalf of poor countries","Paiements de dettes à des organisations internationales au nom des pays pauvres",51200000,51200000,51200000,51200000,0,0,0,0,0,0
"FIN","Grant","Subvention","Funding for the Global Risk Institute in financial services","Fonds pour l'institut mondial de gestion des risques du secteur financier",0,0,0,0,10000000,10000000,0,0,0,0
"FIN","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FIN","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FIN","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FIN","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","Payment to British Columbia for assistance with sales tax harmonization","Paiement à la Province de Columbie Britanique pour l'harmonisation de la taxe de vente.",250000000,250000000,250000000,250000000,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","Payment to Nova-Scotia for Offshore Petroleum Resources","Paiement à la Nouvelle-Écosse - Hydrocarbures extracôtiers",174500000,174500000,174500000,174500000,0,0,0,0,0,0
"FIN","Contribution","Contribution","Payment to Nova Scotia in respect of the Crown Share Adjustment Payment regarding amounts relating to previous years up to March 31, 2008","Paiement à la province de la Nouvelle-Écosse concernant un paiement de rajustement de la part de la Couronne pour des montants accordés au cours des années antérieures jusqu'au 31 mars 2008",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","Payment to Ontario related to Canada Health Transfer","Paiement à l'ontario pour le transfer canadien en matière de santé",489058000,489058000,489058000,489058000,0,0,0,0,0,0
"FIN","Contribution","Contribution","Research and Policy Initiatives Assistance","L'appui du soutien d'initiatives stratégiques et de recherche",3000,3000,3000,3000,25500,25500,10000,10000,15000,15000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Additional fiscal equalization offset payment to Nova Scotia","(S) Paiement de péréquation compensatoire supplémentaire - Nouvelle-Écosse",0,0,0,0,0,0,33695000,33695000,146059000,146059000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Additional fiscal equalization payment - Total transfer protection","(S) Paiement de péréquation additionnel - Protection sur les transferts totaux",0,0,0,0,0,0,0,0,679660000,679660000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Additional fiscal equalization payment Total transfer protection","(S) Paiement de péréquation additionnel Protection sur les transferts totaux",0,0,0,0,0,0,952107000,952107000,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Additional fiscal equalization to Nova Scotia","(S) Paiement de péréquation supplémentaire - Nouvelle-Écosse",0,0,0,0,0,0,82678000,82678000,297317000,297317000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Agriculture Advance Market commitment","(S) Garanties de marché en matière d'agriculture",0,0,0,0,950000,950000,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Alternative payments for standing programs","(S) Paiements de remplacement au titre des programmes permanents",-2702590000,-2702590000,-2702590000,-2702590000,-3072554000,-3072554000,-3219731000,-3219731000,-3357025000,-3357025000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Canada health transfer","(S) Transfert canadien en matière de santé",24081039076,24081039076,24081039076,24081039076,25621107286,25621107286,26941815102,26941815102,28568644223,28568644223
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Canada social transfer","(S) Transfert canadien en matière de programmes sociaux",10857853000,10857853000,10857853000,10857853000,11178825000,11178825000,11514064000,11514064000,11859486000,11859486000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Canada Social Transfer Transition Protection Payment to Nunavut","(S) Paiement transitoire au Nunavut au titre du Transfert canadien en matière de programmes sociaux",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Canada Social Transfer Transition Protection Payment to Saskatchewan","(S) Paiement transitoire à la Saskatchewan au titre du Transfert canadien en matière de programmes sociaux",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Canadian Millenium Scholarship Foundation","(S) Fondation canadienne des bourses d'études du millénaire",0,0,0,0,-121257584,-121257584,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S)Canadian Securities Regulation Regime Transition Office (Canadian Securities Regulation Regime Transition Office Act)","(S) Bureau de transition vers un régime canadien de réglementation des valeurs mobilières (Loi sur le Bureau de transition vers un régime canadien de réglementation des valeurs mobilières)",0,0,0,0,0,0,14345000,14345000,0,0
"FIN","Grant","Subvention","(S) Debt payments on behalf of poor countries to International Organiations pursuant to section 18(1) of the Economic Recovery Act","(S) Paiements de dettes à des organisations internationales au nom des pays pauvres en vertu du paragraphe 18(1) de la Loi sur la reprise économique",0,0,0,0,73417867,73417867,51200000,51200000,51200000,51200000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Establishment of a Canadian Securities Regulation Regime and Canadian Regulatory Authority","(S) Mise sur pied d'un régime canadien et d'un organisme national de réglementation des valeurs mobilières",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Fast start Climate change financing","(S) Apport de financement accéléré pour la lutte contre les changements climatiques",0,0,0,0,5830000,5830000,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Fiscal equalization","(S) Péréquation fiscale",14185000000,14185000000,14185000000,14185000000,14881503000,14881503000,14658570000,14658570000,15422503000,15422503000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Incentives for provinces to eliminate taxes on capital","(S) Incitatif pour l'élimination des impôts provinciaux sur le capital",163400000,163400000,163400000,163400000,160924000,160924000,845100,845100,5486000,5486000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) International Bank for Reconstruction and Development for the Agriculture Advance Market commitment","(S) Banque internationale pour la reconstruction et le développement pour les garanties de marché en matière d'agriculture",0,0,0,0,0,0,9000000,9000000,10000000,10000000
"FIN","Other Transfer Payment","Autre paiement de transfert","Small and Medium Enterprise (SME) Finance Challenge","Projet de financement des petites et moyennes entreprises (PME)",0,0,0,0,0,0,0,0,-1402080,-1402080
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Obligation to Ontario related to General Motors","(S) Obligation à l'Ontario reliée à General Motors",0,0,0,0,0,0,11709944,11709944,32191907,32191907
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Payments to International Development Association","(S) Paiements à l'Association internationale de développement",384280000,384280000,384280000,384280000,384280000,384280000,384280000,384280000,441620000,441620000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Payments to provinces regarding sales tax harmonization","(S) Paiement aux provinces relatifs à l'harmonisation des taxes de vente",0,0,0,0,0,0,0,0,438200000,438200000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Payment to Nova Scotia for Carbon Storage","(S) Paiement à la Nouvelle-Écosse pour le stockage du carbone",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Payment to Ontario","(S) Paiement à l'Ontario",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Payment to Ontario related to the Canada Health Transfer","(S) Paiement du transfer canadien en matière de santé à l'Ontario",0,0,0,0,160395000,160395000,-17984000,-17984000,93710000,93710000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Police Officers Recruitment Fund","(S) Fonds de recrutement de policiers",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Public Transit Capital Trust 2008","(S) Fiducie pour l'infrastructure du transport en commun 2008",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Saskatchewan Carbon Capture and Storage Demonstration Trust","(S) Fiducie pour les projets de démonstration de captage et de stockage du carbone",0,0,0,0,0,0,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Small and Medium Enterprise (SME) Finance Challenge","(S) Projet de financement des petites et moyennes entreprises (PMR)",0,0,0,0,20000000,20000000,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Statutory subsidies","(S) Subventions législatives",32157373,32157373,32157373,32157373,32148683,32148683,32148628,32148628,32149329,32149329
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Subsidy Resources to the International Monetary Fund's Poverty Reduction and Growth Trust","(S) Subventions accordées à la facilité pour la réduction de la pauvreté et la croissance du Fonds monétaire international",0,0,0,0,40000000,40000000,0,0,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Territorial financing","(S) Financement des territoires",2497926398,2497926398,2497926398,2497926398,2663566963,2663566963,2876083006,2876083006,3110679940,3110679940
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Transitional assistance to provinces entering into the harmonized value-added tax framework","(S) Aide transitoire aux provinces qui adhèrent à un cadre de taxe à valeur ajouté pleinement harmonisée",0,0,0,0,3769000000,3769000000,1560200000,1560200000,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Transitional payment to Newfoundland and Labrador","(S) Paiement de transition - Terre-Neuve-et-Labrador",0,0,0,0,0,0,536121000,536121000,0,0
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Wait times reduction transfer","(S)Transfert visant la réduction des temps d'attente",250000000,250000000,250000000,250000000,250000000,250000000,250000000,250000000,250000000,250000000
"FIN","Other Transfer Payment","Autre paiement de transfert","(S) Youth allowances recovery","(S) Recouvrement ayant trait aux allocations aux jeunes",-596258793,-596258793,-596258793,-596258793,-678205296,-678205296,-709591452,-709591452,-736513992,-736513992
"FIN","Contribution","Contribution","Toronto waterfront revitalization initiative","Initiative de revitalisation du secteur riverain de Toronto",127486000,107724343,127486000,107724343,75193686,53558686,30916000,20495992,9987008,9987006
"FIN","Other Transfer Payment","Autre paiement de transfert","Transitional adjustment payment to Nova-Scotia","Paiement de rajustement transitoire à la Nouvelle-Écosse",74188000,74188000,74188000,74188000,0,0,0,0,0,0
"FO","Contribution","Contribution","Contribution agreements to permit the Canadian Coast Guard Auxiliary (CCGA) Associations to carry out authorized activities related to maritime Search and Rescue (SAR) operations, SAR prevention and other safety related activities","Ententes de contributions pour permettre aux associations liées à la Garde côtière auxiliaire canadienne (GCAC) de procéder à des activités autorisées relatives aux opérations de recherche et de sauvetage en mer (SAR), de la prévention SAR et d'autres activités liées à la sécurité",4920000,4920000,4920000,4920000,4921000,4921000,5021000,5020000,5091000,5090000
"FO","Contribution","Contribution","Contributions to support increased Native participation in commercial fisheries, cooperative fisheries management arrangements and consultations respecting Aboriginal fisheries agreements","Contributions à l'appui d'une participation accrue des Autochtones aux pêches commerciales, aux ententes de gestion des pêches coopératives et aux consultations liées aux ententes de pêches des Autochtones",74690918,65661707,74690918,65661707,79705858,77521330,63856253,63842191,46691626,46690567
"FO","Contribution","Contribution","Contributions to support organizations associated with research, development, management, and promotion of fisheries and oceans-related issues","Contributions à l'appui des organismes qui participent à la recherche, à la mise en valeur, à la gestion et à la promotion des activités liées aux pêches et océans",603801,386448,603801,386448,495861,486800,619641,616951,178193,177000
"FO","Contribution","Contribution","Contributions to support the Academic Research Contribution Program for the support of academic research and development related to science priorities","Contribution à l'appui du Programme de contribution à la recherche universitaire afin de soutenir le perfectionnement et la recherche universitaire relativement aux priorités scientifiques",758950,741348,758950,741348,573400,573394,552311,504178,285165,265165
"FO","Contribution","Contribution","Contributions to support the economic viability and long term sustainability of the Quebec and Atlantic Canada lobster fishery (Atlantic Lobster Sustainability Measures)","Contributions pour aider à assurer la viabilité économique et la durabilité à long terme de l'industrie du homard du Canada atlantique et du Québec (mesures de durabilité pour l'industrie du homard de l'Atlantique)",6500000,3204351,6500000,3204351,14150000,10650000,20645000,20644450,7455000,7350828
"FO","Contribution","Contribution","Contributions to support the Small Craft Harbours Class Contribution program","Contributions à l'appui du programme de contributions de catégorie de ports pour petits bateaux",2505400,2478194,2505400,2478194,598775,577469,750000,737073,3178500,3174765
"FO","Contribution","Contribution","Contributions under the Aboriginal Aquatic Resource and Oceans Management Program","Contributions en vertu du Programme autochtone de gestion des ressources aquatiques et océaniques",16693380,16184422,16693380,16184422,16904178,16903993,21443864,21423845,19349084,19346174
"FO","Contribution","Contribution","Contributions under the Aboriginal Inland Habitat Program","Contributions en vertu du Programme autochtone de gestion de l'habitat dans les régions intérieures",1875000,1874860,1875000,1874860,1875000,1874950,1875000,1875000,0,0
"FO","Contribution","Contribution","Contributions under the Aquaculture innovation and market access program","Contributions en vertu du Programme d'innovation en aquaculture et d'accès au marché",4700000,4685795,4700000,4685795,4700000,4665192,4700000,4699574,4660000,4659708
"FO","Contribution","Contribution","Contribution to the Pacific Salmon Foundation","Contribution à la Fondation du saumon du Pacifique",962000,351528,962000,351528,962000,386716,962000,379312,962000,373396
"FO","Contribution","Contribution","Contribution to the Pacific Salmon Foundation (Fraser Basin)","Contribution à la Fondation du saumon du Pacifique (bassin Fraser)",1125000,1125000,1125000,1125000,1194034,1194033,0,0,0,0
"FO","Contribution","Contribution","Contribution to the Salmon Sub-Committee of the Yukon Fish and Wildlife Management Board for implementing responsibilities pursuant to comprehensive land claim settlements","Contribution au Sous-comité du saumon de la Commission de gestion du poisson et de la faune du Yukon, en vue de mettre en oeuvre les responsabilités qui se rapportent aux règlements des revendications territoriales globales",218000,99372,218000,99372,223300,198894,227300,215935,231500,224925
"FO","Grant","Subvention","Grant program for the disposal of small craft harbours","Programme de subvention globale pour la disposition de ports pour petits bateaux",975000,975000,975000,975000,6638400,6638394,8442987,8442987,365000,365000
"FO","Grant","Subvention","Grants for the Disposal of Surplus Lighthouses","Subventions pour l'aliénation des phares excédentaires",0,0,0,0,0,0,0,0,312000,312000
"FO","Grant","Subvention","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agrifood Sector","Subventions aux organisations afin de faciliter le développement rural et l'adaptation du secteur de l'agriculture et de l'agroalimentaire",0,0,0,0,0,0,0,0,0,0
"FO","Grant","Subvention","Grants to support organizations associated with research, development, management, and promotion of fisheries and oceans-related issues","Subventions à l'appui des organismes qui participent à la recherche, à la mise en valeur, à la gestion et à la promotion des activités liées aux pêches et océans",546604,500102,546604,500102,474546,416944,377002,245864,173813,156519
"FO","Grant","Subvention","Grants to support the economic viability and long term sustainability of the Quebec and Atlantic Canada lobster fishery (Atlantic Lobster Sustainability Measures)","Subventions à l'appui de la viabilité économique et la durabilité à long terme de l’industrie du homard du Canada atlantique et du Québec (mesures de durabilité pour l’industrie du homard de l’Atlantique)",14000000,8591648,14000000,8591648,0,0,0,0,0,0
"FO","Contribution","Contribution","Interdepartmental partnership with the official language communities","Partenariat interministériel avec les communautés de langue officielle",0,0,0,0,0,0,0,0,0,0
"FO","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FO","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FO","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"FO","Contribution","Contribution","(S) Contribution Payments for the AgriInsurance Program","(S) Paiements de contributions pour le Programme Agri-protection",0,0,0,0,0,0,0,0,0,0
"GG","Grant","Subvention","Annuities payable under the Governor General's Act","Pensions payables en vertu de la Loi sur le gouverneur général",0,0,0,0,0,0,523069,523069,0,0
"GG","Other Transfer Payment","Autre paiement de transfert","Annuities payable under the Governor General's Act","Pensions payables en vertu de la Loi sur le gouverneur général",0,0,0,0,0,0,0,0,536517,536517
"GG","Grant","Subvention","Grants to surviving spouses of former Governors General to provide for expenses incurred in the performance of Crown-related activities","Subventions versées aux conjoints survivants d'anciens gouverneurs généraux afin de couvrir les dépenses engagées pour l'accomplissement de fonctions officielles",11000,0,11000,0,11000,0,11000,0,0,0
"GG","Grant","Subvention","(S) Annuities payable under the Governor General's Act","(S) Pensions payables en vertu de la Loi sur le gouverneur général",398679,398679,398679,398679,450004,450004,0,0,0,0
"HC","Other Transfer Payment","Autre paiement de transfert","Payments to parliamentary and procedural associations","Paiements aux associations parlementaires et de procédure",976868,976868,976868,976868,940055,884634,940055,886467,940055,870013
"INAC","Contribution","Contribution","Contribution for Inuit counselling in the South","Contribution au titre de services de consultation fournis aux Inuits dans le Sud",80000,0,80000,0,80000,80000,80000,80000,80000,80000
